sep=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
post_name;post_title;post_status;post_content;post_excerpt;post_author;post_parent;post_date;comment_status;ping_status;post_image;ait-items;ait-locations;subtitle;featuredItem;headerImage;headerHeight;address;latitude;longitude;streetview;telephone;telephoneAdditional@number;email;showEmail;contactOwnerBtn;web;webLinkLabel;displayOpeningHours;openingHoursMonday;openingHoursTuesday;openingHoursWednesday;openingHoursThursday;openingHoursFriday;openingHoursSaturday;openingHoursSunday;openingHoursNote;displaySocialIcons;socialIconsOpenInNewWindow;socialIcons@icon;socialIcons@link;displayGallery;gallery@title;gallery@image;displayFeatures;features@icon;features@text;features@desc
art-factories;Art Factories;publish;A short description of the initiative by its initiators will appear here shortly.;;26;;;;;ARA_Default_Banner_Thumb_Image-1;;toulouse;;0;;;12 rue Ferdinand Lassalle, 31 200 Toulouse ;43.6180407;1.4203655;;;;infos@artfactories.net;1;1;http://www.artfactories.net/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
galerie-oel-frueh;Galerie Oel Frueh;publish;A short description of the initiative by its initiators will appear here shortly.;;27;;;;;ARA_Default_Banner_Thumb_Image-1;;hamburg;;0;;;Klosterwall 23, 20095 Hamburg;53.5365592;10.0295151;;;;info@oelfrueh.org;1;1;http://oelfrueh.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
einstellungsraum;Einstellungsraum;publish;A short description of the initiative by its initiators will appear here shortly.;;28;;;;;ARA_Default_Banner_Thumb_Image-1;;hamburg;;0;;;Wandsbeker Chaussee 11, 22089 Hamburg ;53.56495;10.03532;;;;info@einstellungsraum.de;1;1;http://www.einstellungsraum.de/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
maison-de-limage;Maison De Limage;publish;A short description of the initiative by its initiators will appear here shortly.;;29;;;;;ARA_Default_Banner_Thumb_Image-1;;tunis;;0;;;40 Rue Tarak Ibn Zied 1086 Mutuelleville, Tunisie ;36.83894;10.167781;;;;;1;1;http://maisonimage.tn;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
kunstplass;Kunstplass;publish;A short description of the initiative by its initiators will appear here shortly.;;30;;;;;ARA_Default_Banner_Thumb_Image-1;;oslo;;0;;;Rosteds Gate 10, 0178 Oslo Norway;59.9192811;10.749425;;;;henriette@kunstplass.no;1;1;http://www.kunstplass.no/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
ram-galleri;Ram Galleri;publish;A short description of the initiative by its initiators will appear here shortly.;;31;;;;;ARA_Default_Banner_Thumb_Image-1;;oslo;;0;;;Thorvald Meyers gate 51, 0555 Oslo;59.923885;10.758991;;;;madeleine.park@ramgalleri.no;1;1;http://www.ramgalleri.no/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
62-doors-gallery-studios;62 Doors Gallery Studios;publish;A short description of the initiative by its initiators will appear here shortly.;;32;;;;;ARA_Default_Banner_Thumb_Image-1;;minot-nd;;0;;;11B S. MAIN ST. MINOT, ND 58701 62;48.2359223;-101.2930027;;;;62doors@gmail.com;1;1;62doors.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
substation;Substation;publish;A short description of the initiative by its initiators will appear here shortly.;;33;;;;;ARA_Default_Banner_Thumb_Image-1;;singapore;;0;;;45 Armenian Street, Singapore 179936;1.2944913;103.8492238;;;;outreach@substation.org;1;1;http://www.substation.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
fieldwork-marfa;Fieldwork Marfa;publish;A short description of the initiative by its initiators will appear here shortly.;;34;;;;;ARA_Default_Banner_Thumb_Image-1;;marfa-tx;;0;;;408 E. TEXAS ST. MARFA, TX 79843;30.3130735;-104.0179823;;;;info@fieldworkmarfa.org;1;1;fieldworkmarfa.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
ballroom-marfa;Ballroom Marfa;publish;A short description of the initiative by its initiators will appear here shortly.;;35;;;;;ARA_Default_Banner_Thumb_Image-1;;marfa-tx;;0;;;108 E. SAN ANTONIO ST. PO BOX 1661, MARFA, TX 79843;30.3095243;-104.0192291;;;;info@ballroommarfa.org;1;1;ballroommarfa.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
marfa-contemporary;Marfa Contemporary;publish;A short description of the initiative by its initiators will appear here shortly.;;36;;;;;ARA_Default_Banner_Thumb_Image-1;;marfa-tx;;0;;;100 E. SAN ANTONIO ST. PO BOX 1233, MARFA, TX 79843;30.3093155;-104.0203551;;;;Natalie@marfacontemporary.org;1;1;marfacontemporary.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
sakewewak;Sakewewak;publish;A short description of the initiative by its initiators will appear here shortly.;;37;;;;;ARA_Default_Banner_Thumb_Image-1;;regina;;0;;;1440 Broadway Ave REGINA , SK S4P 1E2 CANADA;50.4381341;-104.6010247;;;;sakewewak@gmail.com;1;1;http://www.sakewewak.ca/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
neutral-ground;Neutral Ground;publish;A short description of the initiative by its initiators will appear here shortly.;;38;;;;;ARA_Default_Banner_Thumb_Image-1;;regina;;0;;;3203 -1856 Scarth Street Regina SASKATENCHEWAN. Canada S4P 2G3;50.449721;-104.6110567;;;;neutralground@accesscomm.ca;1;1;http://www.neutralground.sk.ca/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
redline;Redline;publish;A short description of the initiative by its initiators will appear here shortly.;;39;;;;;ARA_Default_Banner_Thumb_Image-1;;denver-co;;0;;;2350 ARAPAHOE ST. DENVER, CO 80205;39.7548193;-104.9862218;;;;info@redlineart.org;1;1;redlineart.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
edge-art;Edge Art;publish;A short description of the initiative by its initiators will appear here shortly.;;40;;;;;ARA_Default_Banner_Thumb_Image-1;;denver-co;;0;;;3658 NAVAJO ST. DENVER, CO 80211;39.7679529;-105.0040184;;;;malasetaramwolfe@comcast.net;1;1;edgeart.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
colorado-art-ranch;Colorado Art Ranch;publish;A short description of the initiative by its initiators will appear here shortly.;;41;;;;;ARA_Default_Banner_Thumb_Image-1;;arvada-co;;0;;;6878 TAFT CT. ARVADA, CO 80004;39.822324;-105.132623;;;;info@coloradoartranch.or;1;1;coloradoartranch.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
ipac;Ipac;publish;A short description of the initiative by its initiators will appear here shortly.;;42;;;;;ARA_Default_Banner_Thumb_Image-1;;prince-albert;;0;;;1010 Central Avenue Prince Albert, Saskatchewan;53.2036919;-105.7537239;;;;ipac_pa@live.com;1;1;https://www.facebook.com/The-Indigenous-Peoples-Artist-Collective-IPAC-143411302418852/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
inpost-artspace-at-outpost-performance-space;Inpost Artspace At Outpost Performance Space;publish;A short description of the initiative by its initiators will appear here shortly.;;43;;;;;ARA_Default_Banner_Thumb_Image-1;;albuquerqu-nm;;0;;;210 YALE BLVD. SE, ALBUQUERQUE, NM 87106;35.0784434;-106.6218976;;;;inpost@outpostspace.org;1;1;outpostspace.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
the-border-art-residency;The Border Art Residency;publish;A short description of the initiative by its initiators will appear here shortly.;;44;;;;;ARA_Default_Banner_Thumb_Image-1;;la-union-nm;;0;;;NM 88021;31.9556784;-106.6451844;;;;info@borderartresidency.com;1;1;borderartresidency.com;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
516-arts;516 Arts;publish;A short description of the initiative by its initiators will appear here shortly.;;45;;;;;ARA_Default_Banner_Thumb_Image-1;;albuquerqu-nm;;0;;;516 CENTRAL AVE. SW, ALBUQUERQUE, NM 87102;35.0844976;-106.6535695;;;;info@516arts.org;1;1;516arts.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
graft-gallery;Graft Gallery;publish;A short description of the initiative by its initiators will appear here shortly.;;46;;;;;ARA_Default_Banner_Thumb_Image-1;;albuquerqu-nm;;0;;;1415 4TH ST. SW, ALBUQUERQUE, NM 87102;35.071404;-106.654346;;;;graftgallery@gmail.com;1;1;facebook.com/graftgallery;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
paved-arts;Paved Arts;publish;A short description of the initiative by its initiators will appear here shortly.;;47;;;;;ARA_Default_Banner_Thumb_Image-1;;saskatoon;;0;;;424 20th Street West, Saskatoon, SK S7M OX4;52.1262385;-106.6759366;;;;executive@pavedarts.ca;1;1;http://www.pavedarts.ca/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
elsewhere-studios;Elsewhere Studios;publish;A short description of the initiative by its initiators will appear here shortly.;;48;;;;;ARA_Default_Banner_Thumb_Image-1;;paonia-co;;0;;;107 3RD ST. PO BOX 926, PAONIA, CO 81428;38.8684204;-107.5986054;;;;info@elsewherestudios.org;1;1;elsewherestudios.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
no-lladue;No Lladue;publish;A short description of the initiative by its initiators will appear here shortly.;;49;;;;;ARA_Default_Banner_Thumb_Image-1;;bologna;;0;;;Via Nosadella 2 Bologna;44.4928006;11.3356423;;;;info@nosadelladue.com;1;1;http://www.nosadelladue.com/inside/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
lungomare;Lungomare;publish;A short description of the initiative by its initiators will appear here shortly.;;50;;;;;ARA_Default_Banner_Thumb_Image-1;;bozen;;0;;;Via Rafenstein 1 - 39100 Bozen Bolzano ;46.5115188;11.3477197;;;;info@lungomare.org;1;1;http://lungomare.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
3e-vaningen;3e Vaningen;publish;A short description of the initiative by its initiators will appear here shortly.;;51;;;;;ARA_Default_Banner_Thumb_Image-1;;gothenburg;;0;;;Sockerbruket 9, S-414 51 Gotenberg;57.6892062;11.9064681;;;;info@3vaningen.se;1;1;http://www.3vaningen.se/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
box;Box;publish;A short description of the initiative by its initiators will appear here shortly.;;52;;;;;ARA_Default_Banner_Thumb_Image-1;;göteborg;;0;;;Kastellgatan 10 411 22 Goteborg;57.6948375;11.9562302;;;;info@galleribox.se;1;1;http://galleribox.se/?lang=en;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
grafik-i-vast;Grafik I Vast;publish;A short description of the initiative by its initiators will appear here shortly.;;53;;;;;ARA_Default_Banner_Thumb_Image-1;;gothenburg;;0;;;Storgatan 20, 411 38 Göteborg,;57.700444;11.9697088;;;;esaline@gmail.com;1;1;http://grafikivast.se/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
cemeti;Cemeti;publish;A short description of the initiative by its initiators will appear here shortly.;;54;;;;;ARA_Default_Banner_Thumb_Image-1;;yogyakarta;;0;;;Jl. D.I. Panjaitan No.41, Yogyakarta 55143 Indonesia;-7.817794;110.362348;;;;cemetiah@indosat.net.id;1;1;http://www.cemeti.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
in-the-pines;In The Pines;publish;A short description of the initiative by its initiators will appear here shortly.;;55;;;;;ARA_Default_Banner_Thumb_Image-1;;jackson-wy;;0;;;130 S. JACKSON ST. JACKSON, WY 83001;43.4778;-110.766;;;;itpspace@gmail.com;1;1;inthepines.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
whitespace-contemporary;Whitespace Contemporary;publish;A short description of the initiative by its initiators will appear here shortly.;;56;;;;;ARA_Default_Banner_Thumb_Image-1;;ogden-ut;;0;;;2420 WALL AVE. OGDEN, UT 84401;41.2236524;-111.9784454;;;;whitespaceutah@gmail.com;1;1;whitespacecontemporary.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
alwun-house;Alwun House;publish;A short description of the initiative by its initiators will appear here shortly.;;57;;;;;ARA_Default_Banner_Thumb_Image-1;;pheonix-az;;0;;;1204 E. Roosevelt St., Phoenix AZ 85006;33.4589563;-112.0561362;;;;Alwun@AlwunHouse.org;1;1;http://alwunhouse.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
vitamin-creative-space;Vitamin Creative Space;publish;A short description of the initiative by its initiators will appear here shortly.;;58;;;;;ARA_Default_Banner_Thumb_Image-1;;beijing;;0;;;Hualong Agriculture Grand View Garden (化龙农业大观园), Panyu District, Guangzhou;23.022817;113.449881;;;;mail@vitamincreativespace.com;1;1;http://www.vitamincreativespace.com/en/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
latitude-53;Latitude 53;publish;A short description of the initiative by its initiators will appear here shortly.;;59;;;;;ARA_Default_Banner_Thumb_Image-1;;edmonton;;0;;;10242 - 106 st. Edmonton , Alberta T5J 1H7 CANADA;53.5439828;-113.5032095;;;;info@latitude53.org;1;1;http://www.latitude53.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
harcourt-house;Harcourt House;publish;A short description of the initiative by its initiators will appear here shortly.;;60;;;;;ARA_Default_Banner_Thumb_Image-1;;edmonton;;0;;;10215 112 ST NW .EDMONTON, AB T5K 1M7 CANADA ;53.543437;-113.513416;;;;harcourtinfo@shaw.ca;1;1;http://harcourthouse.ab.ca/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
snap;Snap;publish;A short description of the initiative by its initiators will appear here shortly.;;61;;;;;ARA_Default_Banner_Thumb_Image-1;;edmonton;;0;;;10123-121 Street Edmonton AB T5N 3W9 CANADA;53.541496;-113.530555;;;;snap@snapartists.com;1;1;http://www.snapartists.com/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
vasa;Vasa;publish;A short description of the initiative by its initiators will appear here shortly.;;62;;;;;ARA_Default_Banner_Thumb_Image-1;;st-albert;;0;;;Hamingway Center 25 Sir Winston Charchill Ave st ALBERT ,AB T8N 2S7 CANADA;53.6305291;-113.6286762;;;;;1;1;http://www.vasa.ca/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
stride;Stride;publish;A short description of the initiative by its initiators will appear here shortly.;;63;;;;;ARA_Default_Banner_Thumb_Image-1;;calgary;;0;;;1006 MACLEOD TRAIL SE CALGARY, ALBERTA T2G 2M7 CANADA;51.04295;-114.0581036;;;;director@stride.ab.ca;1;1;www.stride.ab.ca;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
uas-calgary;Uas Calgary;publish;A short description of the initiative by its initiators will appear here shortly.;;64;;;;;ARA_Default_Banner_Thumb_Image-1;;calgary;;0;;;​343 - 11th Avenue, SW Calgary, AB T2R 0C7;51.0424835;-114.0708057;;;;info@uascalgary.org;1;1;http://www.uascalgary.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
truck;Truck;publish;A short description of the initiative by its initiators will appear here shortly.;;65;;;;;ARA_Default_Banner_Thumb_Image-1;;calgary;;0;;;2009 10th Avenue SW CALGARY AB T3C 0K4 CANADA;51.04444;-114.10765;;;;info@truck.ca;1;1;http://www.truck.ca/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
asia-art-archive;Asia Art Archive;publish;A short description of the initiative by its initiators will appear here shortly.;;66;;;;;ARA_Default_Banner_Thumb_Image-1;;hong-kong;;0;;;11/F Hollywood Centre, 233 Hollywood Road, Sheung Wan, Hong Kong;22.2854566;114.1480639;;;;library@aaa.org.hk;1;1;http://www.aaa.org.hk/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
video-tage;Video Tage;publish;A short description of the initiative by its initiators will appear here shortly.;;67;;;;;ARA_Default_Banner_Thumb_Image-1;;hong-kong;;0;;;Unit 13, Cattle Depot Artist Village, 63 Ma Tau Kok, To Kwa Wan, Kowloon;22.320731;114.191309;;;;info@videotage.org.hk;1;1;http://www.videotage.org.hk/web/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
1a-space;1A Space;publish;A short description of the initiative by its initiators will appear here shortly.;;68;;;;;ARA_Default_Banner_Thumb_Image-1;;hong-kong;;0;;;Unit 14, Cattle Depot Artist Village, 63 Ma Tau Kok Road, To Kwa Wan, Kowloon Hong Kong ;22.320838;114.191563;;;;info@oneaspace.org.hk;1;1;http://www.oneaspace.org.hk/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
contemporary-arts-center;Contemporary Arts Center;publish;A short description of the initiative by its initiators will appear here shortly.;;69;;;;;ARA_Default_Banner_Thumb_Image-1;;las-vegas-nv;;0;;;520 E. FREMONT ST. SUITE 154, LAS VEGAS, NV 89125;36.1691083;-115.1395836;;;;info@lasvegascac.org;1;1;lasvegascac.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
visual-arts-collective;Visual Arts Collective;publish;A short description of the initiative by its initiators will appear here shortly.;;70;;;;;ARA_Default_Banner_Thumb_Image-1;;garden-city-id;;0;;;3638 OSAGE ST. GARDEN CITY, ID 83714;43.625168;-116.241073;;;;samuel@visualartscollective.com;1;1;visualartscollective.com;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
high-desert-test-sites;High Desert Test Sites;publish;A short description of the initiative by its initiators will appear here shortly.;;71;;;;;ARA_Default_Banner_Thumb_Image-1;;joshua-tree-ca;;0;;;JOSHUA TREE , CA;34.1354901;-116.3164221;;;;info.hdts@gmail.com;1;1;highdeserttestsites.com;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
yi-project-space;Yi Project Space;publish;A short description of the initiative by its initiators will appear here shortly.;;72;;;;;ARA_Default_Banner_Thumb_Image-1;;beijing;;0;;;BanQiao Hutong 10, Bei Xin Qiao 100007 Beijing;39.939511;116.418637;;;;contact@yi-projectspace.org;1;1;http://www.yi-projectspace.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
goldwell-open-air-museum;Goldwell Open Air Museum;publish;A short description of the initiative by its initiators will appear here shortly.;;73;;;;;ARA_Default_Banner_Thumb_Image-1;;beatty-nv;;0;;;PO BOX 405, BEATTY, NV 89003;36.8949052;-116.8306851;;;;goldwell@goldwellmuseum.org;1;1;goldwellmuseum.org/residencies;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
oxygen-art-center;Oxygen Art Center;publish;A short description of the initiative by its initiators will appear here shortly.;;74;;;;;ARA_Default_Banner_Thumb_Image-1;;nelson;;0;;;#3- 320 Vernon St. (alley entrance) Nelson, B.C. V1L4E4 Canada;49.4920223;-117.2963964;;;;info@oxygenartcentre.org;1;1;http://www.oxygenartcentre.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
orange-county-center;Orange County Center;publish;A short description of the initiative by its initiators will appear here shortly.;;75;;;;;ARA_Default_Banner_Thumb_Image-1;;santa-ana-ca;;0;;;117 N. SYCAMORE ST. SANTA ANA, CA 92701;33.7461301;-117.8683553;;;;info.occca@gmail.com;1;1;occca.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
monte-vista-projects;Monte Vista Projects;publish;A short description of the initiative by its initiators will appear here shortly.;;76;;;;;ARA_Default_Banner_Thumb_Image-1;;los-angeles-ca;;0;;;5442 MONTE VISTA ST. LOS ANGELES, CA 90042;34.1103294;-118.1971373;;;;info@montevistaprojects.com;1;1;montevistaprojects.com;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
fig;Fig;publish;A short description of the initiative by its initiators will appear here shortly.;;77;;;;;ARA_Default_Banner_Thumb_Image-1;;los-angeles-ca;;0;;;PO Box 50346 Los Angeles CA 90050;34.1206108;-118.2036321;;;;mail@theiff.org;1;1;http://theiff.org/current/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
adjunct-positions;Adjunct Positions;publish;A short description of the initiative by its initiators will appear here shortly.;;78;;;;;ARA_Default_Banner_Thumb_Image-1;;los-angeles-ca;;0;;;5041 CORINGA DR. LOS ANGELES, CA 90042;34.125821;-118.204459;;;;info@adjunctpositions.org;1;1;adjunctpositions.org;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
chins-push-gallery;Chins Push Gallery;publish;A short description of the initiative by its initiators will appear here shortly.;;79;;;;;ARA_Default_Banner_Thumb_Image-1;;los-angeles-ca;;0;;;4917 YORK BLVD. LOS ANGELES, CA 90042;34.121976;-118.2083094;;;;info@chinspush.com;1;1;chinspush.com;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
sea-and-space;Sea And Space;publish;A short description of the initiative by its initiators will appear here shortly.;;80;;;;;ARA_Default_Banner_Thumb_Image-1;;los-angeles-ca;;0;;;4755 York Blvd Los Angeles CA 90042;34.1225478;-118.2117943;;;;info@seaandspace.org;1;1;http://seaandspace.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
la-artcore;La Artcore;publish;A short description of the initiative by its initiators will appear here shortly.;;81;;;;;ARA_Default_Banner_Thumb_Image-1;;los-angeles-ca;;0;;;650A South Avenue 21, Los Angeles, CA 90031;34.063628;-118.2171632;;;;info@laartcore.org;1;1;http://laartcore.org/;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
the-situation-room;The Situation Room;publish;A short description of the initiative by its initiators will appear here shortly.;;82;;;;;ARA_Default_Banner_Thumb_Image-1;;los-angeles-ca;;0;;;2313 NORWALK AVE. LOS ANGELES, CA 90041;34.133294;-118.21839;;;;thesituationroomLA@gmail.com;1;1;facebook.com/TheSituationRoomLA;;1;Coming Soon;;;;;;;;;;;;1;;;;;;
